"","x"
"1","Name"
"2","Student number"
"3","95"
"4","R"
"5","4.1.2"
"6","-1.02376441136443"
"7","0.0922001902059781"
"8","-1.12475051210737"
"9","0.103407044439561"
"10","-2.54751408232066"
"11","0.11602343781793"
"12","-145.993409111737"
"13","6.9330578491937"
"14","0.796850182167786"
"15","0.115945772585364"
"16","1.02199756665754"
"17","0.140036913253206"
"18","-1786.28941490536"
"19","0.20427541290725"
"20","-22.7917933083681"
"21","16.0994621775814"
"22","2.61349541480005"
"23","4.07883571598662"
"24","16.0994621775814"
"25","-27.4294329536781"
"26","4.38819319690431"
"27","6.94177757919236"
"28","2.61349541480005"
"29","4.38819319690431"
"30","-8.0868434731366"
"31","1.08515486143225"
"32","4.07883571598662"
"33","6.94177757919236"
"34","1.08515486143225"
"35","-12.1057681566112"
"36","-0.0289467514707302"
"37","-0.048509254479837"
"38","-0.00739015211836012"
"39","0.0848461580689273"
"40","6.60587862527516"
"41","0.251639655327797"
